subtype	gisaid_epi_isl	gisaid_strain	originating_lab	submitting_lab
h1n1pdm	EPI_ISL_19685697	A/HongKong/2853/2024	Government Virus Unit	Crick Worldwide Influenza Centre
h1n1pdm	EPI_ISL_19652815	A/Linares/82919/2024	Instituto de Salud Publica de Chile	Instituto de Salud Pública de Chile
h1n1pdm	EPI_ISL_19687844	A/CoteD'Ivoire/4611/2024	Pasteur Institut of Côte d'Ivoire	Crick Worldwide Influenza Centre
h1n1pdm	EPI_ISL_19686548	A/TOKYO/EIS11-200/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19689139	A/Malaysia/TIDREC_KBR-AUFI908/2024	Tropical Infectious Diseases Research and Education Centre (TIDREC), Universiti Malaya	University of Malaya
h1n1pdm	EPI_ISL_19690412	A/Uganda/UVRI_NISS-UV-0759_2024	Arua Regional Referral Hospital	Uganda Virus Research Institute (NIC)
h1n1pdm	EPI_ISL_19690408	A/Uganda/UVRI_MKN2918_2024	Mukono General Hospital	Uganda Virus Research Institute (NIC)
h1n1pdm	EPI_ISL_19690365	A/Uganda/UVRI_KBK2920_2024	Koboko Hospital	Uganda Virus Research Institute (NIC)
h1n1pdm	EPI_ISL_19690179	A/Uganda/UVRI_MKN2913_2024	Mukono General Hospital	Uganda Virus Research Institute (NIC)
h1n1pdm	EPI_ISL_19689587	A/Saint-Petersburg/RII-MH222583S/2025	Research Institute of Influenza, Ministry of Healthcare of the Russian Federation	WHO National Influenza Centre Russian Federation
h1n1pdm	EPI_ISL_19658020	A/Rio Grande do Sul/12735/2024	LACEN/RS - Laboratório Central de Saúde Pública do Rio Grande do Sul	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
h1n1pdm	EPI_ISL_19657994	A/Minas Gerais/12118/2024	FUNED MG	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
h1n1pdm	EPI_ISL_19692440	A/Hong Kong/93/2025	Hong Kong Department of Health	Hong Kong Department of Health
h1n1pdm	EPI_ISL_19692365	A/Singapore/NUH1262/2024	Ministry of Health, Singapore	Ministry of Health, Singapore
h1n1pdm	EPI_ISL_19692377	A/Singapore/KK2247/2024	Ministry of Health, Singapore	Ministry of Health, Singapore
h1n1pdm	EPI_ISL_19692394	A/Singapore/EN0514/2024	Ministry of Health, Singapore	Ministry of Health, Singapore
h1n1pdm	EPI_ISL_19530526	A/Madagascar/02654/2024	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h1n1pdm	EPI_ISL_19530489	A/Madagascar/02930/2024	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h1n1pdm	EPI_ISL_19565838	A/British Columbia/RV04867/2024	B.C. Centre for Disease Control	Public Health Agency of Canada (PHAC)
h1n1pdm	EPI_ISL_19533362	A/British_Columbia/PHL-1946/2024	B.C. Centre for Disease Control	Public Health Agency of Canada
h1n1pdm	EPI_ISL_19500334	A/Chiang Rai/F1594/2024	Thai National Influenza Center	Thai National Influenza Center
h1n1pdm	EPI_ISL_19566298	A/TOKYO/EIS11-052/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19533430	A/British_Columbia/PHL-1938/2024	B.C. Centre for Disease Control	Public Health Agency of Canada
h1n1pdm	EPI_ISL_19567703	A/Nakhon Phanom/F2539/2024	Thai National Influenza Center	Thai National Influenza Center
h1n1pdm	EPI_ISL_19504957	A/TOKYO/EIS10-846/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19504945	A/TOKYO/EIS10-750/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19502302	A/England/3940091/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19471854	A/Tasmania/692/2024	Hobart Pathology	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19471836	A/Darwin/1264/2024	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19437635	A/TOKYO/EIS10-571/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19437515	A/Hong Kong/2515/2024	Hong Kong Department of Health	Hong Kong Department of Health
h1n1pdm	EPI_ISL_19437513	A/Hong Kong/2513/2024	Hong Kong Department of Health	Hong Kong Department of Health
h1n1pdm	EPI_ISL_19472405	A/England/3900826/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19471932	A/Victoria/2255/2024	Royal Melbourne Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19539448	A/Bhutan/1671/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19539446	A/Bhutan/1618/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19539347	A/Fujairah/5918/2024	Shaikh Khalifa Medical City	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19539642	A/TOKYO/EIS10-927/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19539477	A/Bhutan/1632/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19539472	A/Bhutan/1628/2024	Royal Centre for Disease Control	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19574609	A/Townsville/36/2024	Pathology Queensland Cairns laboratory	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19574582	A/Perth/1133/2024	Pathwest QE II Medical Centre	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19574285	A/Oman/CPHL_52422230/2024	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h1n1pdm	EPI_ISL_19574284	A/Oman/CPHL_52422236/2024	Central Public Health Laboratories Oman	Ministry of Health, Central Public Health Laboratory
h1n1pdm	EPI_ISL_19575748	A/Cardiff/9891/2024	Public Health Wales Microbiology Cardiff	Public Health Wales Microbiology Cardiff
h1n1pdm	EPI_ISL_19545335	A/Tocantins/IAL/520565096/2024	Instituto Adolfo Lutz - National Influenza Center	Instituto Adolfo Lutz
h1n1pdm	EPI_ISL_19544246	A/England/4240158/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19512083	A/Manitoba/RV04009/2024	Cadham Provincial Laboratory	Public Health Agency of Canada (PHAC)
h1n1pdm	EPI_ISL_19478194	A/French Polynesia/HCL024125857201/2024	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires, France SUD
h1n1pdm	EPI_ISL_19446620	A/HANOI/PF124400/2024	Bach Mai Hospital	Bach Mai Hospital
h1n1pdm	EPI_ISL_19446615	A/HANOI/PF324329/2024	Bach Mai Hospital	Bach Mai Hospital
h1n1pdm	EPI_ISL_19415089	A/Cambodia/ISVR240076/2024	National Institute of Public Health	National Institute of Public Health
h1n1pdm	EPI_ISL_19548520	A/California/LACPHL-INF00588/2024	Los Angeles County Public Health Laboratories, Lab Microbial Pathogen Submission Group	
h1n1pdm	EPI_ISL_19515783	A/Pakistan/NIC/ICT/2480/2024	National Institute of Health	National Institute of Health Pakistan
h1n1pdm	EPI_ISL_19484769	A/KANAGAWA/IC2379/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19421056	A/Norway/06067/2024	Mikrobiologisk laboratorium, Sykehuset i Vestfold	Norwegian Institute of Public Health
h1n1pdm	EPI_ISL_19519630	A/France/HDF-IPP09542/2024	Institut Pasteur	Institut Pasteur
h1n1pdm	EPI_ISL_19587199	A/Bahrain/9561/2024	Ministry of Health Bahrain	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19522920	A/France/HDF-IPP09640/2024	Institut Pasteur	Institut Pasteur
h1n1pdm	EPI_ISL_19522861	A/Denmark/2287/2024	Statens Serum Institut	Statens Serum Institute
h1n1pdm	EPI_ISL_19455651	A/England/3620149/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19556815	A/California/LACPHL-INF00599/2024	Los Angeles County Public Health Laboratories, Lab Microbial Pathogen Submission Group	
h1n1pdm	EPI_ISL_19526972	A/Stockholm/SE24-54247/2024	Klinisk mikrobiologi, Karolinska Universitetslaboratoriet, Karolinska Universitetssjukhuset Solna	Public Health Agency of Sweden
h1n1pdm	EPI_ISL_19592920	A/Colorado/ISC-1425/2024	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19561251	A/Victoria/3279/2024	Royal Chidrens Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h1n1pdm	EPI_ISL_19527579	A/England/4200831/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19527572	A/England/4100602/2024	UK Health Security Agency - Colindale	UKHSA / Respiratory Virus Unit
h1n1pdm	EPI_ISL_19462480	A/TOKYO/EIS10-701/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19462465	A/Hong Kong/2674/2024	Hong Kong Department of Health	Hong Kong Department of Health
h1n1pdm	EPI_ISL_19561927	A/Rio de Janeiro/10667/2024	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)	Instituto Oswaldo Cruz FIOCRUZ - Laboratory of Respiratory Viruses and Measles (LVRS)
h1n1pdm	EPI_ISL_19495952	A/Delaware/81/2024	Delaware Public Health Lab	Centers for Disease Control and Prevention
h1n1pdm	EPI_ISL_19374062	A/KANAGAWA/IC2374/2024	National Institute of Infectious Diseases (NIID)	National Institute of Infectious Diseases (NIID)
h1n1pdm	EPI_ISL_19373879	A/Hubei-Fancheng/SWL1626/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h1n1pdm	EPI_ISL_19373878	A/Sichuan-Gaoxin/SWL1583/2024	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144567	A/Guangdong-Xiangzhou/8395/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144564	A/Guangdong-Chikan/8391/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144561	A/Hainan-Tianya/11014/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144555	A/Guangxi-Longzhou/1484/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144550	A/Guangdong-Maonan/1928/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144546	A/Fujian-Yanping/11201/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144540	A/Xinjiang-Kelamayi/1290/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144530	A/Xinjiang-Midong/1221/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144529	A/Yunnan-Mengliandaizulahuzuwazuzizhi/1210/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144527	A/Shanxi-Chengqu/1423/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20144503	A/Guangxi-Youjiang/1469/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20136662	A/Taiwan/C22085/2025	Taiwan Centers for Disease Control	Taiwan Centers for Disease Control
h3n2	EPI_ISL_20136659	A/Taiwan/C21957/2025	Taiwan Centers for Disease Control	Taiwan Centers for Disease Control
h3n2	EPI_ISL_20136375	A/South Africa/PET36379/2025	Wits-VIDA	Vaccines and Infectious Diseases Analytics Research Unit
h3n2	EPI_ISL_20136371	A/South Africa/PET37707/2025	Wits-VIDA	Vaccines and Infectious Diseases Analytics Research Unit
h3n2	EPI_ISL_20136327	A/South Africa/PET35971/2025	Wits-VIDA	Vaccines and Infectious Diseases Analytics Research Unit
h3n2	EPI_ISL_20139008	A/FVG-Gorizia/204/2025	SC (UCO) Igiene e Sanità Pubblica, University of Trieste	Azienda Sanitaria Universitaria Giuliano Isontina (ASU GI)
h3n2	EPI_ISL_20139000	A/South Africa/PET36051/2025	Wits-VIDA	Vaccines and Infectious Diseases Analytics Research Unit
h3n2	EPI_ISL_20138854	A/Bangkok/P2390/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20138853	A/Bangkok/P2388/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20138836	A/Nakhon Phanom/P2160/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20138805	A/Nakhon Phanom/P2651/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20138792	A/Nakhon Phanom/P2452/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20138720	A/New Caledonia/82/2025	Institut Pasteur New Caledonia	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20138706	A/Canberra/439/2025	Canberra Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20130904	A/South Australia/2522011747/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20130901	A/South Australia/2522001755/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20130739	A/UTSUNOMIYA/38/2025	Utsunomiya City Institute of Public Health and Environment Science	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20129902	A/Sydney/429/2025	Clinical Virology Unit, CDIM	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20129844	A/Bhutan/SGK09/2025	Bhutan, National Influenza Centre (NIC)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20129840	A/Bhutan/00730/2025	Bhutan, National Influenza Centre (NIC)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20129839	A/Bhutan/00424/2025	Bhutan, National Influenza Centre (NIC)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20140301	A/South Australia/2522414232/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20140299	A/South Australia/2522309976/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20131566	A/Sao Paulo/358398040-IAL/2025	Instituto Adolfo Lutz	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20131564	A/Wisconsin/114/2025	Wisconsin State Laboratory of Hygiene	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20131557	A/California/52/2025	California Department of Health Services	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20131555	A/Michigan/104/2025	Michigan Department of Community Health	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20131551	A/Cameroon/2038/2025	Centre Pasteur of Cameroon	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20131543	A/Vietnam/4246/2024	National Institute of Hygiene and Epidemiology	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20115166	A/Pernambuco/025745-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20115160	A/Hong Kong/1011/2025	Government Virus Unit	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_20115155	A/Hong Kong/1068/2025	Government Virus Unit	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_20142078	A/KANAGAWA/AC2418/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20142077	A/KANAGAWA/AC2417/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20142076	A/KANAGAWA/AC2416/2025	Japan Institute for Health Security (JIHS)	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20142030	A/Madagascar/74532/2025	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h3n2	EPI_ISL_20142018	A/Madagascar/02844/2025	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h3n2	EPI_ISL_20141993	A/Hong Kong/GIHSN-HKU-250827-004/2025	The University of Hong Kong	The University of Hong Kong
h3n2	EPI_ISL_20141992	A/Hong Kong/GIHSN-HKU-250827-003/2025	The University of Hong Kong	The University of Hong Kong
h3n2	EPI_ISL_20141991	A/Hong Kong/GIHSN-HKU-250827-002/2025	The University of Hong Kong	The University of Hong Kong
h3n2	EPI_ISL_20141858	A/Saint-Petersburg/RII-326/2025	WHO National Influenza Centre Russian Federation	WHO National Influenza Centre Russian Federation
h3n2	EPI_ISL_20141753	A/Distrito Federal/250106000706/2025	Laboratório Central de Saúde Pública do Distrito Federal	Laboratório Central de Saúde Pública do Distrito Federal
h3n2	EPI_ISL_20141630	A/Guatemala/C106005/2025	Fundación para la Salud Integral de los Guatemaltecos (FUNSALUD)	Fundación para la Salud Integral de los Guatemaltecos
h3n2	EPI_ISL_20141017	A/South Africa/5529/2025	National Institute for Communicable Disease	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20133490	A/ABUDHABI/2373/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_20133482	A/Mauritius/55001_I-519/2025	Ministry of Health and Wellness, Mauritius	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_20133474	A/Mauritius/11991_I-254/2025	Ministry of Health and Wellness, Mauritius	Crick Worldwide Influenza Centre
h3n2	EPI_ISL_20125598	A/Indonesia/BIOKES-I_UP0238/2025	Balai Besar Laboratorium Biologi Kesehatan	Balai Besar Laboratorium Biologi Kesehatan
h3n2	EPI_ISL_20125588	A/Indonesia/BIOKES-IBJM336/2025	Balai Besar Laboratorium Biologi Kesehatan	Balai Besar Laboratorium Biologi Kesehatan
h3n2	EPI_ISL_20125584	A/Indonesia/BIOKES-IBBL705/2025	Balai Besar Laboratorium Biologi Kesehatan	Balai Besar Laboratorium Biologi Kesehatan
h3n2	EPI_ISL_20125513	A/Indonesia/BIOKES-SRHS903/2025	Balai Besar Laboratorium Biologi Kesehatan	Balai Besar Laboratorium Biologi Kesehatan
h3n2	EPI_ISL_20125456	A/India/PUD-NIV25-4/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20125449	A/India/PUD-NIV25-1183/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20125448	A/India/JAI-NIV25-1117/2024	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20125446	A/India/JAI-NIV25-1120/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
h3n2	EPI_ISL_20125313	A/Hong Kong/RFL-248/2025	The Chinese University of Hong Kong	Chinese University of Hong Kong
h3n2	EPI_ISL_20123854	A/Bhutan/GAS07/2025	Bhutan, National Influenza Centre (NIC)	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20123848	A/Queensland/IN001285/2025	Queensland Health Forensic and Scientific Services	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20123840	A/Tasmania/568/2025	Hobart Pathology	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20142091	A/HYOGO/3061/2025	Hyogo Prefectural Institute of Public Health and Consumer Sciences	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20134452	A/South Africa/PET35789/2025	Wits-VIDA	Vaccines and Infectious Diseases Analytics Research Unit
h3n2	EPI_ISL_20134072	A/Japan/16211/2025	U.S. Air Force School of Aerospace Medicine	U.S. Air Force School of Aerospace Medicine
h3n2	EPI_ISL_20134068	A/Japan/16210/2025	U.S. Air Force School of Aerospace Medicine	U.S. Air Force School of Aerospace Medicine
h3n2	EPI_ISL_20127612	A/Norway/08108/2025	Norwegian Institute of Public Health	Norwegian Institute of Public Health
h3n2	EPI_ISL_20127490	A/Norway/07499/2025	Norwegian Institute of Public Health	Norwegian Institute of Public Health
h3n2	EPI_ISL_20127332	A/Cambodia/ ISVR250039/2025	National Institute of Public Health	National Institute of Public Health
h3n2	EPI_ISL_20127240	A/Ulaanbaatar/20251416/2025	National Center for Communicable Diseases	National Center for Communicable Diseases
h3n2	EPI_ISL_20126953	A/Zacapa/FLU-260/2025	Laboratorio Nacional de Salud, Guatemala	Laboratorio Nacional de Salud, Guatemala
h3n2	EPI_ISL_20126932	A/Guatemala/FLU-234/2025	Laboratorio Nacional de Salud, Guatemala	Laboratorio Nacional de Salud, Guatemala
h3n2	EPI_ISL_20126928	A/San Marcos/FLU-229/2025	Laboratorio Nacional de Salud, Guatemala	Laboratorio Nacional de Salud, Guatemala
h3n2	EPI_ISL_20111303	A/South Australia/2520207709/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20103178	A/Zambia/01-NIC-782/2025	University Teaching Hospital, MoH Zambia	National Influenza Center, Zambia
h3n2	EPI_ISL_20099489	A/Chongqing-Wanzhou/1416/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20099413	A/Hainan-Danzhou/1907/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20098101	A/ABUDHABI/UAE/0013784/2025	Reference Laboratory for Infectious Disease (Surveillance Lab)	Purehealth Group Company
h3n2	EPI_ISL_20097267	A/NIIGATA-C/25144/2025	Niigata City Institute of Public Health and Environment	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20097052	A/French Guiana/909/2025	Centre Hospitalier de l'Ouest Guyanais	Institut Pasteur de la Guyane
h3n2	EPI_ISL_20101033	A/YAMAGATA/111/2025	Yamagata Prefectural Institute of Public Health	Japan Institute for Health Security (JIHS)
h3n2	EPI_ISL_20099657	A/Shanghai-Pudongxin/1386/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20099652	A/Guangxi-Jiangzhou/1268/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20099650	A/Hunan-Hecheng/1295/2025	WHO Chinese National Influenza Center	WHO Chinese National Influenza Center
h3n2	EPI_ISL_20102996	A/Colorado/96/2025	Colorado Department of Health Lab	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20103098	A/SAO PAULO/CEVI_2500259/2025	Instituto Butantan	Instituto Butantan
h3n2	EPI_ISL_20087699	A/France/ARA-RELAB-HCL025094937701/2025	CNR Virus des Infections Respiratoires - France SUD	CNR Virus des Infections Respiratoires, France SUD
h3n2	EPI_ISL_20087283	A/Nakhon Phanom/P1847/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20095311	A/Paraiba/024454-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20095319	A/Paraiba/024486-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20095305	A/Paraiba/024438-IEC/2025	Evandro Chagas Institute	Evandro Chagas Institute
h3n2	EPI_ISL_20088749	A/VALLADOLID/37/2025	Valladolid National Influenza Centre	Valladolid National Influenza Centre
h3n2	EPI_ISL_20090048	A/Madagascar/00258/2025	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h3n2	EPI_ISL_20091199	A/Darwin/985/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20091174	A/Tasmania/501/2025	Hobart Pathology	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20091183	A/Darwin/956/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20090058	A/Madagascar/81992/2025	Institut Pasteur de Madagascar	Institut Pasteur de Madagascar
h3n2	EPI_ISL_20090634	A/Nakhon Phanom/P2056/2025	Thai National Influenza Center	Thai National Influenza Center
h3n2	EPI_ISL_20090946	A/South Australia/2509113452/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20091035	A/South Australia/2507500162/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20091032	A/South Australia/2506905060/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20090892	A/Saint-Petersburg/RII-MH245949S/2025	Research Institute of Influenza, Ministry of Healthcare of the Russian Federation	WHO National Influenza Centre Russian Federation
h3n2	EPI_ISL_20093538	A/Lisboa/659/2025	National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory	National Institute for Health Dr. Ricardo Jorge
h3n2	EPI_ISL_20093540	A/Lisboa/661/2025	National Institute of Health Dr. Ricardo Jorge, Infectious Diseases Department, National Influenza Reference Laboratory	National Institute for Health Dr. Ricardo Jorge
h3n2	EPI_ISL_20091585	A/Netherlands/10889/2025	National Institute for Public Health and the Environment (RIVM)	National Institute for Public Health and the Environment (RIVM)
h3n2	EPI_ISL_20078968	A/Texas/16145/2025	U.S. Air Force School of Aerospace Medicine	U.S. Air Force School of Aerospace Medicine
h3n2	EPI_ISL_20079710	A/South Africa/NICD-R05446/2025	National Institute for Communicable Diseases (NICD)	National Institute for Communicable Diseases (NICD)
h3n2	EPI_ISL_20079625	A/Singapore/EN0145/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20079642	A/Singapore/GP8242/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20079641	A/Singapore/GP7920/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20079768	A/Sao Luis De Montes Belos/LEIAL5665/2025	Instituto Adolfo Lutz - National Influenza Center	Instituto Adolfo Lutz
h3n2	EPI_ISL_20079655	A/Singapore/MOH0185/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20079640	A/Singapore/GP7721/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20079631	A/Singapore/GP5927/2025	Ministry of Health, Singapore	Ministry of Health, Singapore
h3n2	EPI_ISL_20080761	A/Vietnam/5098/2025	Pasteur Institute, Influenza Laboratory	Centers for Disease Control and Prevention
h3n2	EPI_ISL_20081902	A/Andalucia/1814/2025	Servicio de Microbiología Hospital Virgen de las Nieves	Instituto de Salud Carlos III
h3n2	EPI_ISL_20085872	A/South Australia/2513103258/2025	SA Pathology	SA Pathology Laboratory
h3n2	EPI_ISL_20086093	A/Catalonia/NSVH102636511/2025	Hospital Universitari Vall d'Hebron	Hospital Universitari Vall d'Hebron
h3n2	EPI_ISL_20070536	A/Darwin/917/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20070724	A/Darwin/677/2025	Royal Darwin Hospital	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20070727	A/Tasmania/395/2025	Hobart Pathology	WHO Collaborating Centre for Reference and Research on Influenza
h3n2	EPI_ISL_20073110	A/Manitoba/RV04577-25/2025	Cadham Provincial Laboratory	Public Health Agency of Canada (PHAC)
h3n2	EPI_ISL_20073881	A/Quebec/505/2025	Laboratoire de Santé Publique du Québec	B.C. Centre for Disease Control
h3n2	EPI_ISL_20075867	A/India/PUN_NIVCOV25560/2025	ICMR-National Institute of Virology	ICMR-National Institute of Virology
